by_group,choice,value,n,question,text,group,Likert score
Victoria,Don't know,0.01,30309,Q69_1,I think I would be happier if I... - Had more money,state,Don't know
Western Australia,Strongly disagree,0.04,30309,Q69_1,I think I would be happier if I... - Had more money,state,1
Western Australia,Somewhat disagree,0.06,30309,Q69_1,I think I would be happier if I... - Had more money,state,2
Western Australia,Neutral,0.15,30309,Q69_1,I think I would be happier if I... - Had more money,state,3
Western Australia,Somewhat agree,0.39,30309,Q69_1,I think I would be happier if I... - Had more money,state,4
Western Australia,Strongly agree,0.35,30309,Q69_1,I think I would be happier if I... - Had more money,state,5
Western Australia,Don't know,0,30309,Q69_1,I think I would be happier if I... - Had more money,state,Don't know
White,Strongly disagree,0.05,30059,Q69_1,I think I would be happier if I... - Had more money,european,1
White,Somewhat disagree,0.08,30059,Q69_1,I think I would be happier if I... - Had more money,european,2
White,Neutral,0.16,30059,Q69_1,I think I would be happier if I... - Had more money,european,3
White,Somewhat agree,0.39,30059,Q69_1,I think I would be happier if I... - Had more money,european,4
White,Strongly agree,0.32,30059,Q69_1,I think I would be happier if I... - Had more money,european,5
White,Don't know,0.01,30059,Q69_1,I think I would be happier if I... - Had more money,european,Don't know
Women,Strongly disagree,0.06,30309,Q69_1,I think I would be happier if I... - Had more money,sex,1
Women,Somewhat disagree,0.08,30309,Q69_1,I think I would be happier if I... - Had more money,sex,2
Women,Neutral,0.14,30309,Q69_1,I think I would be happier if I... - Had more money,sex,3
Women,Somewhat agree,0.38,30309,Q69_1,I think I would be happier if I... - Had more money,sex,4
Women,Strongly agree,0.34,30309,Q69_1,I think I would be happier if I... - Had more money,sex,5
Women,Don't know,0,30309,Q69_1,I think I would be happier if I... - Had more money,sex,Don't know
$0 to $599 per week,Strongly disagree,0.11,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,1
$0 to $599 per week,Somewhat disagree,0.11,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,2
$0 to $599 per week,Neutral,0.31,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,3
$0 to $599 per week,Somewhat agree,0.34,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,4
$0 to $599 per week,Strongly agree,0.13,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,5
$0 to $599 per week,Don't know,0.01,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,Don't know
"$1,000 to 1,499 per week",Strongly disagree,0.07,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,1
"$1,000 to 1,499 per week",Somewhat disagree,0.14,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,2
"$1,000 to 1,499 per week",Neutral,0.27,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,3
"$1,000 to 1,499 per week",Somewhat agree,0.39,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,4
"$1,000 to 1,499 per week",Strongly agree,0.13,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,5
"$1,000 to 1,499 per week",Don't know,0.01,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,Don't know
"$1,500 to $2,499 per week",Strongly disagree,0.05,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,1
"$1,500 to $2,499 per week",Somewhat disagree,0.14,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,2
"$1,500 to $2,499 per week",Neutral,0.3,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,3
"$1,500 to $2,499 per week",Somewhat agree,0.39,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,4
"$1,500 to $2,499 per week",Strongly agree,0.11,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,5
"$1,500 to $2,499 per week",Don't know,0.01,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,Don't know
"$2,500 to $2,999 per week",Strongly disagree,0.06,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,1
"$2,500 to $2,999 per week",Somewhat disagree,0.12,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,2
"$2,500 to $2,999 per week",Neutral,0.26,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,3
"$2,500 to $2,999 per week",Somewhat agree,0.46,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,4
"$2,500 to $2,999 per week",Strongly agree,0.09,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,5
"$2,500 to $2,999 per week",Don't know,0.02,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,Don't know
"$3,000 or more per week",Strongly disagree,0.05,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,1
"$3,000 or more per week",Somewhat disagree,0.14,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,2
"$3,000 or more per week",Neutral,0.24,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,3
"$3,000 or more per week",Somewhat agree,0.44,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,4
"$3,000 or more per week",Strongly agree,0.13,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,5
"$3,000 or more per week",Don't know,0,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,Don't know
"$600 to $1,000 per week",Strongly disagree,0.09,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,1
"$600 to $1,000 per week",Somewhat disagree,0.15,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,2
"$600 to $1,000 per week",Neutral,0.29,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,3
"$600 to $1,000 per week",Somewhat agree,0.34,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,4
"$600 to $1,000 per week",Strongly agree,0.11,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,5
"$600 to $1,000 per week",Don't know,0.02,23485,Q69_10,I think I would be happier if I... - Were more involved in my community,income,Don't know
18-24,Strongly disagree,0.03,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,1
18-24,Somewhat disagree,0.13,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,2
18-24,Neutral,0.24,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,3
18-24,Somewhat agree,0.41,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,4
18-24,Strongly agree,0.17,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,5
18-24,Don't know,0.02,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,Don't know
25-29,Strongly disagree,0.05,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,1
25-29,Somewhat disagree,0.13,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,2
25-29,Neutral,0.24,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,3
25-29,Somewhat agree,0.39,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,4
25-29,Strongly agree,0.17,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,5
25-29,Don't know,0.01,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,Don't know
30-39,Strongly disagree,0.06,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,1
30-39,Somewhat disagree,0.13,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,2
30-39,Neutral,0.25,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,3
30-39,Somewhat agree,0.4,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,4
30-39,Strongly agree,0.15,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,5
30-39,Don't know,0.01,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,Don't know
40-49,Strongly disagree,0.05,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,1
40-49,Somewhat disagree,0.13,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,2
40-49,Neutral,0.27,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,3
40-49,Somewhat agree,0.42,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,4
40-49,Strongly agree,0.11,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,5
40-49,Don't know,0.01,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,Don't know
50-64,Strongly disagree,0.08,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,1
50-64,Somewhat disagree,0.13,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,2
50-64,Neutral,0.31,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,3
50-64,Somewhat agree,0.39,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,4
50-64,Strongly agree,0.09,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,5
50-64,Don't know,0.01,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,Don't know
65-74,Strongly disagree,0.09,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,1
65-74,Somewhat disagree,0.15,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,2
65-74,Neutral,0.37,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,3
65-74,Somewhat agree,0.31,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,4
65-74,Strongly agree,0.06,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,5
65-74,Don't know,0.02,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,Don't know
75+,Strongly disagree,0.12,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,1
75+,Somewhat disagree,0.14,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,2
75+,Neutral,0.36,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,3
75+,Somewhat agree,0.3,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,4
75+,Strongly agree,0.05,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,5
75+,Don't know,0.03,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,age2,Don't know
Abroad,Strongly disagree,0.06,30235,Q69_10,I think I would be happier if I... - Were more involved in my community,birth_country,1
Abroad,Somewhat disagree,0.12,30235,Q69_10,I think I would be happier if I... - Were more involved in my community,birth_country,2
Abroad,Neutral,0.3,30235,Q69_10,I think I would be happier if I... - Were more involved in my community,birth_country,3
Abroad,Somewhat agree,0.37,30235,Q69_10,I think I would be happier if I... - Were more involved in my community,birth_country,4
Abroad,Strongly agree,0.14,30235,Q69_10,I think I would be happier if I... - Were more involved in my community,birth_country,5
Abroad,Don't know,0.01,30235,Q69_10,I think I would be happier if I... - Were more involved in my community,birth_country,Don't know
ALP,Strongly disagree,0.06,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,vote,1
ALP,Somewhat disagree,0.12,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,vote,2
ALP,Neutral,0.26,30307,Q69_10,I think I would be happier if I... - Were more involved in my community,vote,3
